ANADIA-AL,AL, 308.36 , -   , 308.36 ," 3,310.57 "
ATALAIA-AL,AL, 398.30 , -   , 398.30 ," 4,276.16 "
BARRA DE SANTO ANTONIO-AL,AL, 295.51 , -   , 295.51 ," 3,172.61 "
BARRA DE SAO MIGUEL-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
BOCA DA MATA-AL,AL, 346.91 , -   , 346.91 ," 3,724.38 "
BRANQUINHA-AL,AL, 269.82 , -   , 269.82 ," 2,896.75 "
CAJUEIRO-AL,AL, 334.06 , -   , 334.06 ," 3,586.46 "
CAMPESTRE-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
CAMPO ALEGRE-AL,AL, 411.15 , -   , 411.15 ," 4,414.10 "
CAPELA-AL,AL, 308.36 , -   , 308.36 ," 3,310.57 "
CHA PRETA-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
COLONIA LEOPOLDINA-AL,AL, 334.06 , -   , 334.06 ," 3,586.46 "
COQUEIRO SECO-AL,AL," 606,774.13 ", 96.99 ," 606,871.12 "," 4,926,873.59 "
CORURIPE-AL,AL," 224,471.92 "," 30,601.08 "," 255,073.00 "," 5,628,011.28 "
FELIZ DESERTO-AL,AL," 9,295.52 "," 12,990.49 "," 22,286.01 "," 239,260.77 "
FLEXEIRAS-AL,AL, 282.67 , -   , 282.67 ," 3,034.70 "
IBATEGUARA-AL,AL, 295.51 , -   , 295.51 ," 3,172.61 "
IGREJA NOVA-AL,AL, 334.06 , -   , 334.06 ," 3,586.46 "
JACUIPE-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
JAPARATINGA-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
JEQUIA DA PRAIA-AL,AL, 282.67 , -   , 282.67 ," 3,034.70 "
JOAQUIM GOMES-AL,AL, 334.06 , -   , 334.06 ," 3,586.46 "
JUNDIA-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
JUNQUEIRO-AL,AL, 334.06 , -   , 334.06 ," 3,586.46 "
MACEIO-AL,AL," 616,897.02 "," 14,699.50 "," 631,596.52 "," 4,452,221.32 "
MARAGOGI-AL,AL, 359.76 , -   , 359.76 ," 3,862.34 "
MARECHAL DEODORO-AL,AL," 673,686.74 "," 25,412.31 "," 699,099.05 "," 6,604,562.96 "
MATRIZ DE CAMARAGIBE-AL,AL, 334.06 , -   , 334.06 ," 3,586.46 "
MESSIAS-AL,AL, 295.51 , -   , 295.51 ," 3,172.61 "
MURICI-AL,AL, 346.91 , -   , 346.91 ," 3,724.38 "
NOVO LINO-AL,AL, 282.67 , -   , 282.67 ," 3,034.70 "
PARIPUEIRA-AL,AL," 606,661.30 "," 4,969.12 "," 611,630.42 "," 7,620,802.95 "
PASSO DE CAMARAGIBE-AL,AL, 295.51 , -   , 295.51 ," 3,172.61 "
PENEDO-AL,AL," 222,674.57 ", 58.15 ," 222,732.72 "," 1,796,291.66 "
PIACABUCU-AL,AL, 308.36 , -   , 308.36 ," 3,310.57 "
PILAR-AL,AL," 665,488.58 "," 77,565.70 "," 743,054.28 "," 5,465,489.23 "
PINDOBA-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
PORTO CALVO-AL,AL, 346.91 , -   , 346.91 ," 3,724.38 "
PORTO DE PEDRAS-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
PORTO REAL DO COLEGIO-AL,AL, 321.21 , -   , 321.21 ," 3,448.51 "
RIO LARGO-AL,AL," 223,533.72 "," 5,538.05 "," 229,071.77 "," 1,841,744.17 "
ROTEIRO-AL,AL," 431,015.75 ", 188.17 ," 431,203.92 "," 5,411,741.33 "
SANTA LUZIA DO NORTE-AL,AL, -   , 0.38 , 0.38 ," 1,954.31 "
SANTANA DO MUNDAU-AL,AL, 269.82 , -   , 269.82 ," 2,896.75 "
SAO JOSE DA LAJE-AL,AL, 334.06 , -   , 334.06 ," 3,586.46 "
SAO LUIS DO QUITUNDE-AL,AL, 372.61 , -   , 372.61 ," 4,000.29 "
SAO MIGUEL DOS CAMPOS-AL,AL," 773,091.67 "," 146,697.21 "," 919,788.88 "," 8,136,464.16 "
SAO MIGUEL DOS MILAGRES-AL,AL, 256.97 , -   , 256.97 ," 2,758.81 "
SATUBA-AL,AL," 14,445.93 "," 9,127.02 "," 23,572.95 "," 185,622.59 "
TEOTONIO VILELA-AL,AL, 398.30 , -   , 398.30 ," 4,276.16 "
UNIAO DOS PALMARES-AL,AL, 424.00 , -   , 424.00 ," 4,552.06 "
VICOSA-AL,AL, 346.91 , -   , 346.91 ," 3,724.38 "
ALAGOAS  TOTAL,," 5,080,255.74 "," 327,944.17 "," 5,408,199.91 "," 52,442,221.72 "
ANAMA-AM,AM," 26,798.16 "," 1,781.40 "," 28,579.56 "," 254,947.69 "
ANORI-AM,AM," 26,798.16 "," 1,886.22 "," 28,684.38 "," 255,810.40 "
AUTAZES-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
BERURI-AM,AM, -   ," 1,570.91 "," 1,570.91 "," 11,886.83 "
CAAPIRANGA-AM,AM," 26,798.16 ", 176.95 ," 26,975.11 "," 242,807.56 "
CAREIRO DA VARZEA-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
CAREIRO-AM,AM, -   ," 1,570.91 "," 1,570.91 "," 11,886.83 "
COARI-AM,AM," 1,754,632.86 "," 1,599,903.48 "," 3,354,536.34 "," 30,850,651.38 "
CODAJAS-AM,AM," 26,798.16 "," 2,040.20 "," 28,838.36 "," 257,033.83 "
IRANDUBA-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
ITACOATIARA-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
ITAPIRANGA-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
MANACAPURU-AM,AM, -   ," 1,570.91 "," 1,570.91 "," 11,886.83 "
MANAQUIRI-AM,AM, -   ," 1,570.91 "," 1,570.91 "," 11,886.83 "
MANAUS-AM,AM, -   , -   , -   ," 2,570,395.51 "
PARINTINS-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
SILVES-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
TEFE-AM,AM," 185,530.93 "," 86,271.62 "," 271,802.55 "," 2,129,545.17 "
URUCARA-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
URUCURITUBA-AM,AM, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
AMAZONAS  TOTAL,," 2,047,356.43 "," 1,734,539.62 "," 3,781,896.05 "," 36,927,555.31 "
LARANJAL DO JARI-AP,AP, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
MACAPA-AP,AP, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
MAZAGAO-AP,AP, -   ," 4,021.79 "," 4,021.79 "," 35,424.05 "
AMAPA  TOTAL,, -   ," 12,065.37 "," 12,065.37 "," 106,272.15 "
ACAJUTIBA-BA,BA," 1,104.31 ", -   ," 1,104.31 "," 11,912.70 "
ADUSTINA-BA,BA," 1,104.31 ", -   ," 1,104.31 "," 11,912.70 "
AGUA FRIA-BA,BA," 1,104.31 ", -   ," 1,104.31 "," 11,912.70 "
AIQUARA-BA,BA, 960.27 , -   , 960.27 ," 10,358.87 "
ALAGOINHAS-BA,BA," 791,164.37 "," 154,490.70 "," 945,655.07 "," 8,424,623.43 "
ALCOBACA-BA,BA," 1,248.35 ", -   ," 1,248.35 "," 13,466.56 "
ALMADINA-BA,BA, 960.27 , -   , 960.27 ," 10,358.87 "
AMARGOSA-BA,BA," 1,392.39 ", -   ," 1,392.39 "," 15,020.39 "
AMELIA RODRIGUES-BA,BA," 1,296.37 ", -   ," 1,296.37 "," 13,984.49 "
ANAGE-BA,BA," 1,296.37 ", -   ," 1,296.37 "," 13,984.49 "
ANGUERA-BA,BA," 1,008.28 ", -   ," 1,008.28 "," 10,876.81 "
ANTAS-BA,BA," 1,152.32 ", -   ," 1,152.32 "," 12,430.65 "
