ANADIA-AL,,,,,,,,AL,,"647,03",,,,,,,-,,,,,,,"647,03",,,,,,"6.523,11",,,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,"862,70",,,,,,,-,,,,,,,"862,70",,,,,,"8.697,49",,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,"593,11",,,,,,,-,,,,,,,"593,11",,,,,,"5.979,51",,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,"539,19",,,,,,,-,,,,,,,"539,19",,,,,,"5.435,92",,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,"727,90",,,,,,,-,,,,,,,"727,90",,,,,,"7.338,51",,,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,"566,15",,,,,,,-,,,,,,,"566,15",,,,,,"5.707,71",,,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,"700,94",,,,,,,-,,,,,,,"700,94",,,,,,"7.066,71",,,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,"539,19",,,,,,,-,,,,,,,"539,19",,,,,,"5.435,92",,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,"835,74",,,,,,,-,,,,,,,"835,74",,,,,,"8.425,71",,,,,,,,,,
CAPELA-AL,,,,,,,,AL,,"647,03",,,,,,,-,,,,,,,"647,03",,,,,,"6.523,11",,,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,"539,19",,,,,,,-,,,,,,,"539,19",,,,,,"5.435,92",,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,"673,98",,,,,,,-,,,,,,,"673,98",,,,,,"6.794,91",,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,"61.831,65",,,,,,,"300,42",,,,,,,"62.132,07",,,,,,"484.921,73",,,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,"1.496.483,31",,,,,,,"58.303,40",,,,,,,"1.554.786,71",,,,,,"13.794.061,71",,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,"19.379,79",,,,,,,"27.083,26",,,,,,,"46.463,05",,,,,,"468.426,07",,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,"566,15",,,,,,,-,,,,,,,"566,15",,,,,,"5.707,71",,,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,"620,07",,,,,,,-,,,,,,,"620,07",,,,,,"6.251,31",,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,"700,94",,,,,,,-,,,,,,,"700,94",,,,,,"7.066,71",,,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,"539,19",,,,,,,-,,,,,,,"539,19",,,,,,"5.435,92",,,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,"539,19",,,,,,,-,,,,,,,"539,19",,,,,,"5.435,92",,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,"566,15",,,,,,,-,,,,,,,"566,15",,,,,,"11.896,06",,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,"700,94",,,,,,,-,,,,,,,"700,94",,,,,,"7.066,71",,,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,"539,19",,,,,,,-,,,,,,,"539,19",,,,,,"5.446,31",,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,"727,90",,,,,,,-,,,,,,,"727,90",,,,,,"7.338,51",,,,,,,,,,
MACEIO-AL,,,,,,,,AL,,"74.307,08",,,,,,,"19.548,16",,,,,,,"93.855,24",,,,,,"899.295,41",,,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,"727,90",,,,,,,-,,,,,,,"727,90",,,,,,"7.338,51",,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,"81.137,18",,,,,,,"63.386,46",,,,,,,"144.523,64",,,,,,"1.696.022,98",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,"727,90",,,,,,,-,,,,,,,"727,90",,,,,,"7.338,51",,,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,"620,07",,,,,,,-,,,,,,,"620,07",,,,,,"6.251,31",,,,,,,,,,
