ANADIA-AL,AL, 400.25 , -   , 400.25 ," 3,718.80 "
ATALAIA-AL,AL, 517.00 , -   , 517.00 ," 4,803.46 "
BARRA DE SANTO ANTONIO-AL,AL, 383.58 , -   , 383.58 ," 3,563.85 "
BARRA DE SAO MIGUEL-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
BOCA DA MATA-AL,AL, 450.29 , -   , 450.29 ," 4,183.66 "
BRANQUINHA-AL,AL, 350.22 , -   , 350.22 ," 3,253.93 "
CAJUEIRO-AL,AL, 433.61 , -   , 433.61 ," 4,028.70 "
CAMPESTRE-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
CAMPO ALEGRE-AL,AL, 533.67 , -   , 533.67 ," 4,958.39 "
CAPELA-AL,AL, 400.25 , -   , 400.25 ," 3,718.80 "
CHA PRETA-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
COLONIA LEOPOLDINA-AL,AL, 433.61 , -   , 433.61 ," 4,028.70 "
COQUEIRO SECO-AL,AL," 584,157.79 ", 93.00 ," 584,250.79 "," 5,818,052.61 "
CORURIPE-AL,AL," 608,214.37 "," 40,684.02 "," 648,898.39 "," 5,091,665.18 "
FELIZ DESERTO-AL,AL," 12,065.47 "," 16,861.49 "," 28,926.96 "," 268,763.50 "
FLEXEIRAS-AL,AL, 366.90 , -   , 366.90 ," 3,408.89 "
IBATEGUARA-AL,AL, 383.58 , -   , 383.58 ," 3,563.85 "
IGREJA NOVA-AL,AL, 433.61 , -   , 433.61 ," 4,028.70 "
JACUIPE-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
JAPARATINGA-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
JEQUIA DA PRAIA-AL,AL, 366.90 , -   , 366.90 ," 3,408.89 "
JOAQUIM GOMES-AL,AL, 433.61 , -   , 433.61 ," 4,028.70 "
JUNDIA-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
JUNQUEIRO-AL,AL, 433.61 , -   , 433.61 ," 4,028.70 "
MACEIO-AL,AL," 592,960.75 "," 14,537.24 "," 607,497.99 "," 6,065,642.94 "
MARAGOGI-AL,AL, 466.96 , -   , 466.96 ," 4,338.59 "
MARECHAL DEODORO-AL,AL," 564,944.81 "," 25,662.79 "," 590,607.60 "," 8,205,210.44 "
MATRIZ DE CAMARAGIBE-AL,AL, 433.61 , -   , 433.61 ," 4,028.70 "
MESSIAS-AL,AL, 383.58 , -   , 383.58 ," 3,563.85 "
MURICI-AL,AL, 450.29 , -   , 450.29 ," 4,183.66 "
NOVO LINO-AL,AL, 366.90 , -   , 366.90 ," 3,408.89 "
PARIPUEIRA-AL,AL," 584,054.38 "," 5,567.19 "," 589,621.57 "," 5,868,442.37 "
PASSO DE CAMARAGIBE-AL,AL, 383.58 , -   , 383.58 ," 3,563.85 "
PENEDO-AL,AL," 584,265.48 ", -   ," 584,265.48 "," 2,891,962.42 "
PIACABUCU-AL,AL, 400.25 , -   , 400.25 ," 3,718.80 "
PILAR-AL,AL," 671,067.61 "," 81,085.91 "," 752,153.52 "," 7,858,224.53 "
PINDOBA-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
PORTO CALVO-AL,AL, 450.29 , -   , 450.29 ," 4,183.66 "
PORTO DE PEDRAS-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
PORTO REAL DO COLEGIO-AL,AL, 416.93 , -   , 416.93 ," 3,873.73 "
RIO LARGO-AL,AL," 585,972.68 "," 1,090.38 "," 587,063.06 "," 2,706,731.55 "
ROTEIRO-AL,AL," 584,601.80 ", 434.19 ," 585,035.99 "," 5,838,310.98 "
SANTA LUZIA DO NORTE-AL,AL, -   , -   , -   , 16.45 
SANTANA DO MUNDAU-AL,AL, 350.22 , -   , 350.22 ," 3,253.93 "
SAO JOSE DA LAJE-AL,AL, 433.61 , -   , 433.61 ," 4,028.70 "
SAO LUIS DO QUITUNDE-AL,AL, 483.64 , -   , 483.64 ," 4,493.55 "
SAO MIGUEL DOS CAMPOS-AL,AL," 738,428.52 "," 141,970.04 "," 880,398.56 "," 8,611,071.37 "
SAO MIGUEL DOS MILAGRES-AL,AL, 333.54 , -   , 333.54 ," 3,098.98 "
SATUBA-AL,AL," 14,906.26 "," 9,367.13 "," 24,273.39 "," 170,105.84 "
TEOTONIO VILELA-AL,AL, 517.00 , -   , 517.00 ," 4,803.46 "
UNIAO DOS PALMARES-AL,AL, 550.35 , -   , 550.35 ," 5,113.37 "
VICOSA-AL,AL, 450.29 , -   , 450.29 ," 4,183.66 "
ALAGOAS  TOTAL,," 6,141,499.97 "," 337,353.38 "," 6,478,853.35 "," 59,541,557.42 "
ANAMA-AM,AM," 23,157.51 "," 2,181.80 "," 25,339.31 "," 266,486.14 "
ANORI-AM,AM," 557,050.05 "," 2,438.53 "," 559,488.58 "," 4,316,860.91 "
AUTAZES-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
BERURI-AM,AM, -   ," 1,967.61 "," 1,967.61 "," 17,535.70 "
CAAPIRANGA-AM,AM," 195,645.86 ", 181.21 ," 195,827.07 "," 2,100,564.06 "
CAREIRO DA VARZEA-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
CAREIRO-AM,AM, -   ," 1,967.61 "," 1,967.61 "," 17,535.70 "
COARI-AM,AM," 2,501,994.85 "," 1,839,598.76 "," 4,341,593.61 "," 42,469,242.35 "
CODAJAS-AM,AM," 583,715.13 "," 1,967.61 "," 585,682.74 "," 4,504,909.40 "
IRANDUBA-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,168.83 "
ITACOATIARA-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
ITAPIRANGA-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
MANACAPURU-AM,AM," 533,892.54 "," 1,967.61 "," 535,860.15 "," 4,071,224.26 "
MANAQUIRI-AM,AM, -   ," 1,967.61 "," 1,967.61 "," 17,535.70 "
MANAUS-AM,AM," 195,645.86 "," 179,541.34 "," 375,187.20 "," 2,501,781.02 "
PARINTINS-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,148.18 "
SILVES-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
TEFE-AM,AM," 742,367.17 "," 101,477.23 "," 843,844.40 "," 8,230,677.94 "
URUCARA-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
URUCURITUBA-AM,AM, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
AMAZONAS  TOTAL,," 5,333,468.97 "," 2,190,214.70 "," 7,523,683.67 "," 69,109,775.84 "
LARANJAL DO JARI-AP,AP, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
MACAPA-AP,AP, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
MAZAGAO-AP,AP, -   ," 6,106.42 "," 6,106.42 "," 66,157.95 "
AMAPA  TOTAL,, -   ," 18,319.26 "," 18,319.26 "," 198,473.85 "
ACAJUTIBA-BA,BA," 1,479.92 ", -   ," 1,479.92 "," 12,265.91 "
ADUSTINA-BA,BA," 1,479.92 ", -   ," 1,479.92 "," 12,265.91 "
AGUA FRIA-BA,BA," 1,479.92 ", -   ," 1,479.92 "," 12,265.91 "
AIQUARA-BA,BA," 1,286.89 ", -   ," 1,286.89 "," 10,666.02 "
ALAGOINHAS-BA,BA," 766,621.00 "," 152,527.91 "," 919,148.91 "," 9,008,939.20 "
ALCOBACA-BA,BA," 1,672.96 ", -   ," 1,672.96 "," 13,865.83 "
ALMADINA-BA,BA," 1,286.89 ", -   ," 1,286.89 "," 10,666.02 "
AMARGOSA-BA,BA," 1,865.99 ", -   ," 1,865.99 "," 15,465.75 "
AMELIA RODRIGUES-BA,BA," 1,737.30 ", -   ," 1,737.30 "," 14,399.14 "
ANAGE-BA,BA," 1,737.30 ", -   ," 1,737.30 "," 14,399.14 "
ANGUERA-BA,BA," 1,351.23 ", -   ," 1,351.23 "," 11,199.32 "
ANTAS-BA,BA," 1,544.27 ", -   ," 1,544.27 "," 12,799.25 "
ANTONIO CARDOSO-BA,BA," 1,351.23 ", -   ," 1,351.23 "," 11,199.32 "
APORA-BA,BA," 1,544.27 ", -   ," 1,544.27 "," 12,799.25 "
APUAREMA-BA,BA," 1,286.89 ", -   ," 1,286.89 "," 10,666.02 "
ARACAS-BA,BA," 383,753.84 "," 122,914.92 "," 506,668.76 "," 5,435,134.22 "
ARACI-BA,BA," 2,059.02 ", -   ," 2,059.02 "," 17,065.66 "
ARAMARI-BA,BA," 1,453.96 ", 43.15 ," 1,497.11 "," 14,198.62 "
ARATACA-BA,BA," 1,351.23 ", -   ," 1,351.23 "," 11,199.32 "
ARATUIPE-BA,BA," 1,286.89 ", -   ," 1,286.89 "," 10,666.02 "
AURELINO LEAL-BA,BA," 1,415.58 ", -   ," 1,415.58 "," 11,732.62 "
BAIXA GRANDE-BA,BA," 1,672.96 ", -   ," 1,672.96 "," 13,865.83 "
BANZAE-BA,BA," 1,351.23 ", -   ," 1,351.23 "," 11,199.32 "
BARRA DO CHOCA-BA,BA," 1,865.99 ", -   ," 1,865.99 "," 15,465.75 "
BARRA DO ROCHA-BA,BA," 1,286.89 ", -   ," 1,286.89 "," 10,666.02 "
BARRO PRETO-BA,BA," 1,286.89 ", -   ," 1,286.89 "," 10,666.02 "
BARROCAS-BA,BA," 1,479.92 ", -   ," 1,479.92 "," 12,265.91 "
BELMONTE-BA,BA," 1,672.96 ", -   ," 1,672.96 "," 13,865.83 "
BELO CAMPO-BA,BA," 1,544.27 ", -   ," 1,544.27 "," 12,799.25 "
BIRITINGA-BA,BA," 1,479.92 ", -   ," 1,479.92 "," 12,265.91 "
BOA NOVA-BA,BA," 1,479.92 ", -   ," 1,479.92 "," 12,265.91 "
BOA VISTA DO TUPIM-BA,BA," 1,544.27 ", -   ," 1,544.27 "," 12,799.25 "
BOM JESUS DA SERRA-BA,BA," 1,351.23 ", -   ," 1,351.23 "," 11,199.32 "
BREJOES-BA,BA," 1,479.92 ", -   ," 1,479.92 "," 12,265.91 "
BUERAREMA-BA,BA," 1,608.61 ", -   ," 1,608.61 "," 13,332.55 "
CAATIBA-BA,BA," 1,351.23 ", -   ," 1,351.23 "," 11,199.32 "
CABACEIRAS DO PARAGUACU-BA,BA," 1,544.27 ", -   ," 1,544.27 "," 12,799.25 "
CACHOEIRA-BA,BA," 1,865.99 ", -   ," 1,865.99 "," 15,465.75 "
CAEM-BA,BA," 1,351.23 ", -   ," 1,351.23 "," 11,199.32 "
CAETANOS-BA,BA," 1,415.58 ", -   ," 1,415.58 "," 11,732.62 "
CAIRU-BA,BA," 49,839.60 "," 515,539.10 "," 565,378.70 "," 4,677,792.49 "
CAMACAN-BA,BA," 1,801.64 ", -   ," 1,801.64 "," 14,919.05 "
CAMACARI-BA,BA," 199,004.76 "," 165,630.44 "," 364,635.20 "," 3,795,531.99 "
CAMAMU-BA,BA," 1,865.99 ", -   ," 1,865.99 "," 15,465.75 "
CANAVIEIRAS-BA,BA," 1,865.99 ", -   ," 1,865.99 "," 15,465.75 "
CANDEAL-BA,BA," 1,286.89 ", -   ," 1,286.89 "," 10,666.02 "
CANDEIAS-BA,BA," 779,966.88 "," 335,236.83 "," 1,115,203.71 "," 10,932,582.87 "
CANDIDO SALES-BA,BA," 1,737.30 ", -   ," 1,737.30 "," 14,399.14 "
