ANADIA-AL,,,,,,,,AL,,,"587,74",,,,,,,-,,,,,,,,"587,74",,,,,,,"2.708,17",,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,,"759,17",,,,,,,-,,,,,,,,"759,17",,,,,,,"3.498,06",,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,,"563,25",,,,,,,-,,,,,,,,"563,25",,,,,,,"2.595,32",,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,,"661,21",,,,,,,-,,,,,,,,"661,21",,,,,,,"3.046,68",,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,,"514,27",,,,,,,-,,,,,,,,"514,27",,,,,,,"2.369,64",,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,,"636,72",,,,,,,-,,,,,,,,"636,72",,,,,,,"2.933,84",,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,,"783,66",,,,,,,-,,,,,,,,"783,66",,,,,,,"3.610,89",,,,,,,,,
CAPELA-AL,,,,,,,,AL,,,"587,74",,,,,,,-,,,,,,,,"587,74",,,,,,,"2.708,17",,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,,"636,72",,,,,,,-,,,,,,,,"636,72",,,,,,,"2.933,84",,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,,"80.158,30",,,,,,,"364,32",,,,,,,,"80.522,62",,,,,,,"327.071,47",,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,,"1.981.413,86",,,,,,,"65.343,62",,,,,,,,"2.046.757,48",,,,,,,"8.112.581,65",,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,,"17.717,16",,,,,,,"24.759,73",,,,,,,,"42.476,89",,,,,,,"195.722,52",,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,,"538,76",,,,,,,-,,,,,,,,"538,76",,,,,,,"2.482,48",,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,,"563,25",,,,,,,-,,,,,,,,"563,25",,,,,,,"2.595,32",,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,,"636,72",,,,,,,-,,,,,,,,"636,72",,,,,,,"2.933,84",,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,,"4.244,99",,,,,,,"1.556,61",,,,,,,,"5.801,60",,,,,,,"20.353,44",,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,,"636,72",,,,,,,-,,,,,,,,"636,72",,,,,,,"2.933,84",,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,"636,72",,,,,,,-,,,,,,,,"636,72",,,,,,,"2.933,84",,,,,,,,,
MACEIO-AL,,,,,,,,AL,,,"97.119,37",,,,,,,"24.443,15",,,,,,,,"121.562,52",,,,,,,"482.676,32",,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,"685,70",,,,,,,-,,,,,,,,"685,70",,,,,,,"3.159,53",,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,"55.092,99",,,,,,,"43.815,83",,,,,,,,"98.908,82",,,,,,,"696.485,74",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,"636,72",,,,,,,-,,,,,,,,"636,72",,,,,,,"2.933,84",,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,,"563,25",,,,,,,-,,,,,,,,"563,25",,,,,,,"2.595,32",,,,,,,,,
MURICI-AL,,,,,,,,AL,,,"661,21",,,,,,,-,,,,,,,,"661,21",,,,,,,"3.046,68",,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,,"538,76",,,,,,,-,,,,,,,,"538,76",,,,,,,"2.482,48",,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,,"514,27",,,,,,,"8.770,51",,,,,,,,"9.284,78",,,,,,,"32.767,44",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,,"563,25",,,,,,,-,,,,,,,,"563,25",,,,,,,"2.595,32",,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,,"587,74",,,,,,,-,,,,,,,,"587,74",,,,,,,"2.708,17",,,,,,,,,
PILAR-AL,,,,,,,,AL,,,"237.490,64",,,,,,,"109.017,89",,,,,,,,"346.508,53",,,,,,,"927.038,54",,,,,,,,,
PINDOBA-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,,"661,21",,,,,,,-,,,,,,,,"661,21",,,,,,,"3.046,68",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,,"612,23",,,,,,,-,,,,,,,,"612,23",,,,,,,"2.821,00",,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,,"5.391,89",,,,,,,"2.940,71",,,,,,,,"8.332,60",,,,,,,"49.607,61",,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,,"81.194,76",,,,,,,"1.274,79",,,,,,,,"82.469,55",,,,,,,"334.073,07",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,,"80.066,08",,,,,,,"296,15",,,,,,,,"80.362,23",,,,,,,"327.947,34",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,,"514,27",,,,,,,-,,,,,,,,"514,27",,,,,,,"2.369,64",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,,"636,72",,,,,,,-,,,,,,,,"636,72",,,,,,,"2.933,84",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,,"710,19",,,,,,,-,,,,,,,,"710,19",,,,,,,"3.272,38",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,,"259.903,56",,,,,,,"160.668,86",,,,,,,,"420.572,42",,,,,,,"1.692.254,72",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,,"489,78",,,,,,,-,,,,,,,,"489,78",,,,,,,"2.256,79",,,,,,,,,
SATUBA-AL,,,,,,,,AL,,,"16.195,18",,,,,,,"10.445,89",,,,,,,,"26.641,07",,,,,,,"69.789,91",,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,,"759,17",,,,,,,-,,,,,,,,"759,17",,,,,,,"3.498,06",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"808,15",,,,,,,-,,,,,,,,"808,15",,,,,,,"3.723,73",,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"661,21",,,,,,,-,,,,,,,,"661,21",,,,,,,"3.046,68",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"2.939.253,50",,,,,,,"453.698,06",,,,,,,,"3.392.951,56",,,,,,,"13.373.198,16",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,,"3.216,66",,,,,,,,"3.216,66",,,,,,,"11.756,31",,,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,,"3.216,66",,,,,,,,"3.216,66",,,,,,,"11.756,31",,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,"8.393,62",,,,,,,,"8.393,62",,,,,,,"32.415,88",,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,"3.216,66",,,,,,,,"3.216,66",,,,,,,"11.756,31",,,,,,,,,
