ANADIA-AL,,,,,,,,AL,,,"550,13",,,,,,,,-,,,,,,,,"550,13",,,,,,,"7.664,61",,,,,,,,
ATALAIA-AL,,,,,,,,AL,,,"733,51",,,,,,,,-,,,,,,,,"733,51",,,,,,,"10.219,49",,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,,"504,29",,,,,,,,-,,,,,,,,"504,29",,,,,,,"7.025,89",,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,,"458,44",,,,,,,,-,,,,,,,,"458,44",,,,,,,"6.387,17",,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,,"618,90",,,,,,,,-,,,,,,,,"618,90",,,,,,,"8.622,70",,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,,"481,36",,,,,,,,-,,,,,,,,"481,36",,,,,,,"6.706,52",,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,,"595,98",,,,,,,,-,,,,,,,,"595,98",,,,,,,"8.303,34",,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,,"458,44",,,,,,,,-,,,,,,,,"458,44",,,,,,,"6.387,17",,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,,"710,59",,,,,,,,-,,,,,,,,"710,59",,,,,,,"9.900,15",,,,,,,,
CAPELA-AL,,,,,,,,AL,,,"550,13",,,,,,,,-,,,,,,,,"550,13",,,,,,,"7.664,61",,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,,"458,44",,,,,,,,-,,,,,,,,"458,44",,,,,,,"6.387,17",,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,,"573,05",,,,,,,,-,,,,,,,,"573,05",,,,,,,"7.983,97",,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,,"59.693,25",,,,,,,,"267,63",,,,,,,,"59.960,88",,,,,,,"603.717,94",,,,,,,,
CORURIPE-AL,,,,,,,,AL,,,"1.243.025,56",,,,,,,,"50.199,39",,,,,,,,"1.293.224,95",,,,,,,"16.361.365,02",,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,,"16.477,63",,,,,,,,"23.027,49",,,,,,,,"39.505,12",,,,,,,"550.397,63",,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,,"481,36",,,,,,,,-,,,,,,,,"481,36",,,,,,,"6.706,52",,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,,"527,21",,,,,,,,-,,,,,,,,"527,21",,,,,,,"7.345,25",,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,,"595,98",,,,,,,,-,,,,,,,,"595,98",,,,,,,"8.303,34",,,,,,,,
JACUIPE-AL,,,,,,,,AL,,,"458,44",,,,,,,,-,,,,,,,,"458,44",,,,,,,"6.387,17",,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,,"458,44",,,,,,,,-,,,,,,,,"458,44",,,,,,,"6.387,17",,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,,"481,36",,,,,,,,-,,,,,,,,"481,36",,,,,,,"12.894,87",,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,,"595,98",,,,,,,,-,,,,,,,,"595,98",,,,,,,"8.303,34",,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,"458,44",,,,,,,,-,,,,,,,,"458,44",,,,,,,"6.397,56",,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,"618,90",,,,,,,,-,,,,,,,,"618,90",,,,,,,"8.622,70",,,,,,,,
MACEIO-AL,,,,,,,,AL,,,"70.315,33",,,,,,,,"19.104,91",,,,,,,,"89.420,24",,,,,,,"1.078.143,83",,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,"618,90",,,,,,,,-,,,,,,,,"618,90",,,,,,,"8.622,70",,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,"73.240,49",,,,,,,,"53.196,11",,,,,,,,"126.436,60",,,,,,,"1.957.596,26",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,"618,90",,,,,,,,-,,,,,,,,"618,90",,,,,,,"8.622,70",,,,,,,,
MESSIAS-AL,,,,,,,,AL,,,"527,21",,,,,,,,-,,,,,,,,"527,21",,,,,,,"7.345,25",,,,,,,,
MURICI-AL,,,,,,,,AL,,,"618,90",,,,,,,,-,,,,,,,,"618,90",,,,,,,"8.622,70",,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,,"481,36",,,,,,,,-,,,,,,,,"481,36",,,,,,,"6.706,52",,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,,"458,44",,,,,,,,"8.353,79",,,,,,,,"8.812,23",,,,,,,"103.678,23",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,,"504,29",,,,,,,,-,,,,,,,,"504,29",,,,,,,"7.025,89",,,,,,,,
PENEDO-AL,,,,,,,,AL,,,"756,43",,,,,,,,-,,,,,,,,"756,43",,,,,,,"1.325.700,36",,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,,"550,13",,,,,,,,-,,,,,,,,"550,13",,,,,,,"7.664,61",,,,,,,,
PILAR-AL,,,,,,,,AL,,,"91.491,70",,,,,,,,"58.598,17",,,,,,,,"150.089,87",,,,,,,"2.348.490,81",,,,,,,,
PINDOBA-AL,,,,,,,,AL,,,"458,44",,,,,,,,-,,,,,,,,"458,44",,,,,,,"6.387,17",,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,,"618,90",,,,,,,,-,,,,,,,,"618,90",,,,,,,"8.622,70",,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,,"481,36",,,,,,,,-,,,,,,,,"481,36",,,,,,,"6.706,52",,,,,,,,
