ANADIA-AL,AL, 341.28 , -   , 341.28 ," 1,587.86 "
ATALAIA-AL,AL, 440.83 , -   , 440.83 ," 2,050.99 "
BARRA DE SANTO ANTONIO-AL,AL, 327.06 , -   , 327.06 ," 1,521.69 "
BARRA DE SAO MIGUEL-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
BOCA DA MATA-AL,AL, 383.94 , -   , 383.94 ," 1,786.33 "
BRANQUINHA-AL,AL, 298.62 , -   , 298.62 ," 1,389.38 "
CAJUEIRO-AL,AL, 369.72 , -   , 369.72 ," 1,720.19 "
CAMPESTRE-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
CAMPO ALEGRE-AL,AL, 455.05 , -   , 455.05 ," 2,117.15 "
CAPELA-AL,AL, 341.28 , -   , 341.28 ," 1,587.86 "
CHA PRETA-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
COLONIA LEOPOLDINA-AL,AL, 369.72 , -   , 369.72 ," 1,720.19 "
COQUEIRO SECO-AL,AL," 528,403.20 ", 43.06 ," 528,446.26 "," 1,901,848.42 "
CORURIPE-AL,AL," 548,371.73 "," 31,891.77 "," 580,263.50 "," 2,854,788.21 "
FELIZ DESERTO-AL,AL," 10,287.87 "," 14,377.30 "," 24,665.17 "," 114,757.32 "
FLEXEIRAS-AL,AL, 312.84 , -   , 312.84 ," 1,455.54 "
IBATEGUARA-AL,AL, 327.06 , -   , 327.06 ," 1,521.69 "
IGREJA NOVA-AL,AL, 369.72 , -   , 369.72 ," 1,720.19 "
JACUIPE-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
JAPARATINGA-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
JEQUIA DA PRAIA-AL,AL, 312.84 , -   , 312.84 ," 1,455.54 "
JOAQUIM GOMES-AL,AL, 369.72 , -   , 369.72 ," 1,720.19 "
JUNDIA-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
JUNQUEIRO-AL,AL, 369.72 , -   , 369.72 ," 1,720.19 "
MACEIO-AL,AL," 537,247.03 "," 15,084.98 "," 552,332.01 "," 1,266,319.81 "
MARAGOGI-AL,AL, 398.16 , -   , 398.16 ," 1,852.50 "
MARECHAL DEODORO-AL,AL," 568,218.33 "," 20,467.81 "," 588,686.14 "," 2,790,262.98 "
MATRIZ DE CAMARAGIBE-AL,AL, 369.72 , -   , 369.72 ," 1,720.19 "
MESSIAS-AL,AL, 327.06 , -   , 327.06 ," 1,521.69 "
MURICI-AL,AL, 383.94 , -   , 383.94 ," 1,786.33 "
NOVO LINO-AL,AL, 312.84 , -   , 312.84 ," 1,455.54 "
PARIPUEIRA-AL,AL," 528,362.36 ", 25.37 ," 528,387.73 "," 4,584,419.51 "
PASSO DE CAMARAGIBE-AL,AL, 327.06 , -   , 327.06 ," 1,521.69 "
PENEDO-AL,AL," 182,150.94 ", 11.34 ," 182,162.28 "," 829,642.62 "
PIACABUCU-AL,AL, 341.28 , -   , 341.28 ," 1,587.86 "
PILAR-AL,AL," 280,136.89 "," 71,739.34 "," 351,876.23 "," 1,322,498.78 "
PINDOBA-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
PORTO CALVO-AL,AL, 383.94 , -   , 383.94 ," 1,786.33 "
PORTO DE PEDRAS-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
PORTO REAL DO COLEGIO-AL,AL, 355.50 , -   , 355.50 ," 1,654.02 "
RIO LARGO-AL,AL," 183,372.56 "," 1,714.54 "," 185,087.10 "," 843,445.21 "
ROTEIRO-AL,AL," 528,676.72 ", 253.72 ," 528,930.44 "," 2,626,390.46 "
SANTA LUZIA DO NORTE-AL,AL, 286.31 , 0.04 , 286.35 ," 1,380.94 "
SANTANA DO MUNDAU-AL,AL, 298.62 , -   , 298.62 ," 1,389.38 "
SAO JOSE DA LAJE-AL,AL, 369.72 , -   , 369.72 ," 1,720.19 "
SAO LUIS DO QUITUNDE-AL,AL, 412.39 , -   , 412.39 ," 1,918.67 "
SAO MIGUEL DOS CAMPOS-AL,AL," 667,688.32 "," 124,554.15 "," 792,242.47 "," 3,607,164.67 "
SAO MIGUEL DOS MILAGRES-AL,AL, 284.40 , -   , 284.40 ," 1,323.22 "
SATUBA-AL,AL," 10,473.45 "," 6,544.42 "," 17,017.87 "," 72,218.64 "
TEOTONIO VILELA-AL,AL, 440.83 , -   , 440.83 ," 2,050.99 "
UNIAO DOS PALMARES-AL,AL, 469.27 , -   , 469.27 ," 2,183.32 "
VICOSA-AL,AL, 383.94 , -   , 383.94 ," 1,786.33 "
ALAGOAS  TOTAL,," 4,587,198.98 "," 286,707.84 "," 4,873,906.82 "," 22,878,056.56 "
ANAMA-AM,AM," 25,862.80 "," 1,363.73 "," 27,226.53 "," 122,715.96 "
ANORI-AM,AM," 25,862.80 "," 1,465.67 "," 27,328.47 "," 123,101.74 "
AUTAZES-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
BERURI-AM,AM, -   ," 1,205.49 "," 1,205.49 "," 5,493.94 "
CAAPIRANGA-AM,AM," 25,862.80 ", 140.73 ," 26,003.53 "," 117,105.98 "
CAREIRO DA VARZEA-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
CAREIRO-AM,AM, -   ," 1,205.49 "," 1,205.49 "," 5,493.94 "
COARI-AM,AM," 1,685,075.28 "," 1,518,212.30 "," 3,203,287.58 "," 13,613,389.44 "
CODAJAS-AM,AM," 25,862.80 "," 1,586.63 "," 27,449.43 "," 123,649.62 "
IRANDUBA-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
ITACOATIARA-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
ITAPIRANGA-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
MANACAPURU-AM,AM, -   ," 1,205.49 "," 1,205.49 "," 5,493.94 "
MANAQUIRI-AM,AM, -   ," 1,205.49 "," 1,205.49 "," 5,493.94 "
MANAUS-AM,AM," 181,681.67 "," 122,338.10 "," 304,019.77 "," 1,361,751.37 "
PARINTINS-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
SILVES-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
TEFE-AM,AM," 163,961.59 "," 77,640.06 "," 241,601.65 "," 803,639.69 "
URUCARA-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
URUCURITUBA-AM,AM, -   ," 3,608.24 "," 3,608.24 "," 16,322.44 "
AMAZONAS  TOTAL,," 2,134,169.74 "," 1,760,043.34 "," 3,894,213.08 "," 16,434,231.52 "
